id,prompt,variables,created_at,updated_at,account_id,suggestion_label,subcategory_id
6bb98985-33c7-4fce-b333-913aaf68ebbc,"Contemporary men's jacket with trendy design, clean aesthetic, no text",,2025-10-13 05:02:28.126169+00,2026-03-30 16:50:05.965655+00,,,
6bc11a4d-6e8d-4233-94e2-764efc56d042,"Elegant hair color consultation area, professional photography, no text",,2025-10-13 05:02:08.445583+00,2026-03-30 16:50:05.965655+00,,,
6bfa5d31-7b80-45b0-a8ad-b679e58cf2bf,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Bathroom remodeling is a service where a provider transforms residential bathrooms into functional and aesthetically pleasing spaces. It typically involves redesigning the layout, selecting fixtures and materials, and installing new elements such as sinks, toilets, showers, and bathtubs. The goal is to create a bathroom that meets the homeowner's needs and complements the overall style of the home. The outcome is a refreshed and rejuvenated bathroom that boosts the value and livability of the residence.. Refinement category: Walkway. Option: straight large-slab walkway with crisp modern joints.",,2026-03-23 18:54:06.362413+00,2026-03-30 16:45:25.682176+00,,,258f4d7f-746f-416b-b617-e1cca25b748f
6c09d40e-b0c9-4b13-9006-8d15af4fe5cf,"Elegant bookshelf with classic styling, professional photography, no text",,2025-10-13 05:02:47.87578+00,2026-03-30 16:50:05.965655+00,,,
6cba25ba-00ed-4efc-a52a-17c1565c40e5,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Bathroom remodeling is a service where a provider transforms residential bathrooms into functional and aesthetically pleasing spaces. It typically involves redesigning the layout, selecting fixtures and materials, and installing new elements such as sinks, toilets, showers, and bathtubs. The goal is to create a bathroom that meets the homeowner's needs and complements the overall style of the home. The outcome is a refreshed and rejuvenated bathroom that boosts the value and livability of the residence.. Refinement category: Walkway. Option: herringbone paver walkway with refined detail.",,2026-03-23 18:54:09.351767+00,2026-03-30 16:45:25.682176+00,,,258f4d7f-746f-416b-b617-e1cca25b748f
6cd4b0c4-a28f-458a-ac04-802251cf7e9b,"Elegant salon with classic design elements, professional photography, no text",,2025-10-13 05:02:06.887479+00,2026-03-30 16:50:05.965655+00,,,
6d6b7d47-9b38-4227-9e3c-3857ae660888,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Bathroom remodeling is a service where a provider transforms residential bathrooms into functional and aesthetically pleasing spaces. It typically involves redesigning the layout, selecting fixtures and materials, and installing new elements such as sinks, toilets, showers, and bathtubs. The goal is to create a bathroom that meets the homeowner's needs and complements the overall style of the home. The outcome is a refreshed and rejuvenated bathroom that boosts the value and livability of the residence.. Refinement category: Shower Tile. Option: vertical white subway shower tile with clean bright styling.",,2026-03-23 18:53:04.948837+00,2026-03-30 16:45:25.682176+00,,,258f4d7f-746f-416b-b617-e1cca25b748f
6d82d8fd-d7cd-4256-99a0-acf83feb511f,"Modern swimming pool with contemporary design, professional photography, no text",,2025-10-13 05:02:37.615785+00,2026-03-30 16:50:05.965655+00,,,
6e1c339d-b11d-427b-b557-4dcb0f162e0c,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. General Landscaping Services is a comprehensive solution for residential and commercial properties, including homes, apartments, offices, hotels, restaurants, and shopping centers. It typically involves the design and maintenance of outdoor spaces such as lawns, gardens, patios, walkways, and other hardscapes. The service may also encompass tasks like pruning, weeding, fertilizing, and pest control to ensure the overall health and appearance of the property. The goal of General Landscaping Services is to create a visually appealing and functional outdoor environment that enhances the property's value and aesthetic appeal.: What style of landscaping are you looking for?. Option: A Southwestern landscape with a large rock garden, a few cacti, and a adobe wall. Direction details: A unique and natural design that incorporates Southwestern plants and textures Price tier cues: Mid-range quality, quartz or laminate surfaces, semi-custom details.",,2026-03-20 21:01:48.498913+00,2026-03-30 16:45:25.682176+00,,,d59017d8-8fa9-4d1a-a05d-aca761e5c530
6e3112e5-8ebb-4ba3-901f-b8d421871b62,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Bathroom remodeling is a service where a provider transforms residential bathrooms into functional and aesthetically pleasing spaces. It typically involves redesigning the layout, selecting fixtures and materials, and installing new elements such as sinks, toilets, showers, and bathtubs. The goal is to create a bathroom that meets the homeowner's needs and complements the overall style of the home. The outcome is a refreshed and rejuvenated bathroom that boosts the value and livability of the residence.. Refinement category: Vanity. Option: dark modern vanity with strong architectural contrast.",,2026-03-23 18:52:57.896483+00,2026-03-30 16:45:25.682176+00,,,258f4d7f-746f-416b-b617-e1cca25b748f
6e580599-c214-4ada-b69a-ba70b7c5afa4,"Modern bedroom with contemporary styling, clean aesthetic, no text",,2025-10-13 05:02:33.273604+00,2026-03-30 16:50:05.965655+00,,,
6f350f6d-04fe-4edf-a5ed-4aaddd972bc6,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Landscaping is a service where a provider transforms outdoor spaces such as residential yards, commercial properties, parks, hotels, and resorts. It typically includes a comprehensive plan for hardscapes like patios, walkways, and driveways, as well as softscapes like gardens, lawns, and trees. The provider will also consider factors such as drainage, irrigation, and lighting to create a functional and visually appealing outdoor environment. The goal of landscaping is to enhance the beauty and usability of the space, increasing its value and enjoyment for occupants.: What style of landscaping are you looking for?. Option: A serene Japanese garden with a koi pond, bamboo, and carefully pruned trees and shrubs. Direction details: A peaceful and contemplative outdoor space with a focus on natural materials and minimalist decor Price tier cues: Premium materials, natural stone, custom cabinetry, high-end fixtures.",,2026-03-20 21:02:26.762549+00,2026-03-30 16:45:25.682176+00,,,ee70f353-c48e-4bd9-bfc1-cf1b00291fa9
6fcd06b8-f714-42e9-9c6d-06ee5a167a74,"Contemporary kitchen with island and modern cabinetry, elegant presentation, no text",,2025-10-13 05:02:31.917816+00,2026-03-30 16:50:05.965655+00,,,
701f8e5d-6c38-42dc-8295-a3d86deb3e9e,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Garden design is a service that creates a comprehensive outdoor space plan for residential or commercial properties such as homes, hotels, restaurants, and office campuses. It typically includes recommendations for plant selection, hardscaping, water features, lighting, and other design elements to enhance the aesthetic appeal and functionality of the outdoor space. The goal of garden design is to create a beautiful and inviting outdoor environment that complements the surrounding architecture and enhances the overall user experience.. Refinement category: Outdoor Kitchen. Option: compact outdoor bar and grill setup optimized for entertaining.",,2026-03-23 16:44:59.33501+00,2026-03-30 16:45:25.682176+00,,,557fd1e8-c876-4c2a-9e01-525b7563c835
704d74de-7a1f-4ae6-ab7b-3a802c9ca51e,"Minimalist garden with clean lines and modern plants, professional photography, no text",,2025-10-13 05:02:35.285877+00,2026-03-30 16:50:05.965655+00,,,
7112df9f-38ec-45b8-9ccd-4fe50ce9af1c,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Garden design is a service that creates a comprehensive outdoor space plan for residential or commercial properties such as homes, hotels, restaurants, and office campuses. It typically includes recommendations for plant selection, hardscaping, water features, lighting, and other design elements to enhance the aesthetic appeal and functionality of the outdoor space. The goal of garden design is to create a beautiful and inviting outdoor environment that complements the surrounding architecture and enhances the overall user experience.. Refinement category: Firepit. Option: linear modern concrete fire feature with a luxury patio look.",,2026-03-23 16:44:20.563032+00,2026-03-30 16:45:25.682176+00,,,557fd1e8-c876-4c2a-9e01-525b7563c835
72302179-d57a-4130-9bc7-7c7402978fbf,"Photorealistic photo, no text, no words, no letters, no labels, no captions, no watermarks, no signs. Landscaping is a service where a provider transforms outdoor spaces such as residential yards, commercial properties, parks, hotels, and resorts. It typically includes a comprehensive plan for hardscapes like patios, walkways, and driveways, as well as softscapes like gardens, lawns, and trees. The provider will also consider factors such as drainage, irrigation, and lighting to create a functional and visually appealing outdoor environment. The goal of landscaping is to enhance the beauty and usability of the space, increasing its value and enjoyment for occupants.: What style of landscaping are you looking for?. Option: A beach-themed landscape with a small patio, a variety of palm trees, and a few decorative elements. Direction details: A relaxing and serene outdoor space perfect for coastal properties Price tier cues: Luxury, bespoke finishes, marble, custom millwork, designer fixtures.",,2026-03-17 19:12:45.748208+00,2026-03-30 16:50:05.965655+00,,,
7248d89e-02c6-45d8-8703-f6a08c7e88bc,"Contemporary women's casual wear with trendy styling, clean aesthetic, no text",,2025-10-13 05:02:26.464843+00,2026-03-30 16:50:05.965655+00,,,
72a82a0c-ca2f-4049-b803-6da8d9ddae94,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Bathroom remodeling is a service where a provider transforms residential bathrooms into functional and aesthetically pleasing spaces. It typically involves redesigning the layout, selecting fixtures and materials, and installing new elements such as sinks, toilets, showers, and bathtubs. The goal is to create a bathroom that meets the homeowner's needs and complements the overall style of the home. The outcome is a refreshed and rejuvenated bathroom that boosts the value and livability of the residence.. Refinement category: Pavers. Option: warm-toned natural stone pavers with upscale character.",,2026-03-23 18:53:50.094871+00,2026-03-30 16:45:25.682176+00,,,258f4d7f-746f-416b-b617-e1cca25b748f
7426b4e3-c51d-477b-bff0-b319d500fe6d,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Bathroom remodeling is a service where a provider transforms residential bathrooms into functional and aesthetically pleasing spaces. It typically involves redesigning the layout, selecting fixtures and materials, and installing new elements such as sinks, toilets, showers, and bathtubs. The goal is to create a bathroom that meets the homeowner's needs and complements the overall style of the home. The outcome is a refreshed and rejuvenated bathroom that boosts the value and livability of the residence.: What style of bathroom remodeling are you looking for?. Option: A luxurious bathroom with a marble-top vanity, a pedestal sink, and a large walk-in shower with a glass door and an art deco-style tile floor.. Direction details: A glamorous and sophisticated design that incorporates art deco elements and luxurious materials. Price tier cues: Luxury, bespoke finishes, marble, custom millwork, designer fixtures.",,2026-03-18 15:25:18.085051+00,2026-03-30 16:45:25.682176+00,,,258f4d7f-746f-416b-b617-e1cca25b748f
74962796-4ff4-4496-a8ad-5090128149c8,"Photorealistic photo, no text, no words, no letters, no labels, no captions, no watermarks, no signs. Garden design is a service that creates a comprehensive outdoor space plan for residential or commercial properties such as homes, hotels, restaurants, and office campuses. It typically includes recommendations for plant selection, hardscaping, water features, lighting, and other design elements to enhance the aesthetic appeal and functionality of the outdoor space. The goal of garden design is to create a beautiful and inviting outdoor environment that complements the surrounding architecture and enhances the overall user experience.: What style of garden design inspires you?. Option: A small garden with a compact design, featuring a few plants, a small bench, and a trellis.. Direction details: A space-saving and efficient garden design that maximizes the use of small spaces. Price tier cues: Budget-friendly, builder-grade materials, economy finishes, standard fixtures.",,2026-03-17 19:37:38.632083+00,2026-03-30 16:45:25.682176+00,,,557fd1e8-c876-4c2a-9e01-525b7563c835
74bd9f17-4429-49d6-9f5e-b2fd388ff7b6,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Garden design is a service that creates a comprehensive outdoor space plan for residential or commercial properties such as homes, hotels, restaurants, and office campuses. It typically includes recommendations for plant selection, hardscaping, water features, lighting, and other design elements to enhance the aesthetic appeal and functionality of the outdoor space. The goal of garden design is to create a beautiful and inviting outdoor environment that complements the surrounding architecture and enhances the overall user experience.. Refinement category: Built-in Seating. Option: clean linear built-in bench with a refined modern look.",,2026-03-23 16:45:04.566106+00,2026-03-30 16:45:25.682176+00,,,557fd1e8-c876-4c2a-9e01-525b7563c835
75388256-b85e-46b7-893b-24b5a2210328,"Photorealistic photo, no text, no words, no letters, no labels, no captions, no watermarks, no signs. Garden design is a service that creates a comprehensive outdoor space plan for residential or commercial properties such as homes, hotels, restaurants, and office campuses. It typically includes recommendations for plant selection, hardscaping, water features, lighting, and other design elements to enhance the aesthetic appeal and functionality of the outdoor space. The goal of garden design is to create a beautiful and inviting outdoor environment that complements the surrounding architecture and enhances the overall user experience.: What style of garden design inspires you?. Option: A beachy garden with a coastal design, featuring a small palm tree, a few beach flowers, and a wooden Adirondack chair.. Direction details: A light and airy garden design that captures the carefree spirit of the beach. Price tier cues: Mid-range quality, quartz or laminate surfaces, semi-custom details.",,2026-03-17 19:37:29.977365+00,2026-03-30 16:45:25.682176+00,,,557fd1e8-c876-4c2a-9e01-525b7563c835
75c7ebd8-9f4b-41b5-8050-a90590d56e89,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Bathroom remodeling is a service where a provider transforms residential bathrooms into functional and aesthetically pleasing spaces. It typically involves redesigning the layout, selecting fixtures and materials, and installing new elements such as sinks, toilets, showers, and bathtubs. The goal is to create a bathroom that meets the homeowner's needs and complements the overall style of the home. The outcome is a refreshed and rejuvenated bathroom that boosts the value and livability of the residence.. Refinement category: Outdoor Lighting. Option: subtle recessed step lighting with a premium modern finish.",,2026-03-23 18:54:00.515323+00,2026-03-30 16:45:25.682176+00,,,258f4d7f-746f-416b-b617-e1cca25b748f
75ceea97-9bd2-427f-9c18-7a08f278e404,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Garden design is a service that creates a comprehensive outdoor space plan for residential or commercial properties such as homes, hotels, restaurants, and office campuses. It typically includes recommendations for plant selection, hardscaping, water features, lighting, and other design elements to enhance the aesthetic appeal and functionality of the outdoor space. The goal of garden design is to create a beautiful and inviting outdoor environment that complements the surrounding architecture and enhances the overall user experience.. Refinement category: Decking. Option: rustic textured wood decking with a relaxed outdoor-living look.",,2026-03-23 16:44:50.131945+00,2026-03-30 16:45:25.682176+00,,,557fd1e8-c876-4c2a-9e01-525b7563c835
768393bb-64b4-4962-a600-6d7cc78ebb3d,"Professional women's blouse with classic design, minimalist presentation, no text",,2025-10-13 05:01:51.171737+00,2026-03-30 16:50:05.965655+00,,,
7743930c-24a0-49e2-a0bc-9c05d8da75f3,"Photorealistic photo, no text, no words, no letters, no labels, no captions, no watermarks, no signs. Garden design is a service that creates a comprehensive outdoor space plan for residential or commercial properties such as homes, hotels, restaurants, and office campuses. It typically includes recommendations for plant selection, hardscaping, water features, lighting, and other design elements to enhance the aesthetic appeal and functionality of the outdoor space. The goal of garden design is to create a beautiful and inviting outdoor environment that complements the surrounding architecture and enhances the overall user experience.: What style of garden design inspires you?. Option: A whimsical garden with a woodland design, featuring a small stream, a few mushrooms, and a wooden bridge.. Direction details: A playful and enchanting garden design that evokes the magic of the forest. Price tier cues: Premium materials, natural stone, custom cabinetry, high-end fixtures.",,2026-03-17 19:37:33.918+00,2026-03-30 16:45:25.682176+00,,,557fd1e8-c876-4c2a-9e01-525b7563c835
789e8126-bceb-43e7-a90a-8e8184bf7bde,"Luxury sofa with sophisticated styling, elegant presentation, no text",,2025-10-13 05:02:44.076142+00,2026-03-30 16:50:05.965655+00,,,
7c3a4abb-d92a-4ab1-9d8c-c24c36804e2e,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Landscaping is a service where a provider transforms outdoor spaces such as residential yards, commercial properties, parks, hotels, and resorts. It typically includes a comprehensive plan for hardscapes like patios, walkways, and driveways, as well as softscapes like gardens, lawns, and trees. The provider will also consider factors such as drainage, irrigation, and lighting to create a functional and visually appealing outdoor environment. The goal of landscaping is to enhance the beauty and usability of the space, increasing its value and enjoyment for occupants.: What style of landscaping are you looking for?. Option: A southwestern landscape with a desert garden, a variety of cacti and succulents, and a modern outdoor seating area. Direction details: A unique and low-maintenance outdoor space with a focus on drought-tolerant plants and a southwestern atmosphere Price tier cues: Mid-range quality, quartz or laminate surfaces, semi-custom details.",,2026-03-20 21:02:45.778487+00,2026-03-30 16:45:25.682176+00,,,ee70f353-c48e-4bd9-bfc1-cf1b00291fa9
7e11572c-c6c6-4153-9e76-b9583205f02b,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Landscaping is a service where a provider transforms outdoor spaces such as residential yards, commercial properties, parks, hotels, and resorts. It typically includes a comprehensive plan for hardscapes like patios, walkways, and driveways, as well as softscapes like gardens, lawns, and trees. The provider will also consider factors such as drainage, irrigation, and lighting to create a functional and visually appealing outdoor environment. The goal of landscaping is to enhance the beauty and usability of the space, increasing its value and enjoyment for occupants.: What style of landscaping are you looking for?. Option: A mountain retreat with a rustic cabin, a stone fireplace, and a variety of evergreen trees and wildflowers. Direction details: A cozy and secluded outdoor space with a focus on natural materials and a mountainous atmosphere Price tier cues: Premium materials, natural stone, custom cabinetry, high-end fixtures.",,2026-03-20 21:02:39.524318+00,2026-03-30 16:45:25.682176+00,,,ee70f353-c48e-4bd9-bfc1-cf1b00291fa9
7f4767a8-94ba-4f00-a494-08eeadf6b50a,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. General Landscaping Services is a comprehensive solution for residential and commercial properties, including homes, apartments, offices, hotels, restaurants, and shopping centers. It typically involves the design and maintenance of outdoor spaces such as lawns, gardens, patios, walkways, and other hardscapes. The service may also encompass tasks like pruning, weeding, fertilizing, and pest control to ensure the overall health and appearance of the property. The goal of General Landscaping Services is to create a visually appealing and functional outdoor environment that enhances the property's value and aesthetic appeal.: What style of landscaping are you looking for?. Option: A tropical oasis with a large pool, a waterfall, and a variety of palm trees. Direction details: A lush and exotic design that transports you to a tropical paradise Price tier cues: Luxury, bespoke finishes, marble, custom millwork, designer fixtures.",,2026-03-20 21:01:39.457473+00,2026-03-30 16:45:25.682176+00,,,d59017d8-8fa9-4d1a-a05d-aca761e5c530
80167a9b-493d-4458-8ad2-cd9f348b06bd,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. General Landscaping Services is a comprehensive solution for residential and commercial properties, including homes, apartments, offices, hotels, restaurants, and shopping centers. It typically involves the design and maintenance of outdoor spaces such as lawns, gardens, patios, walkways, and other hardscapes. The service may also encompass tasks like pruning, weeding, fertilizing, and pest control to ensure the overall health and appearance of the property. The goal of General Landscaping Services is to create a visually appealing and functional outdoor environment that enhances the property's value and aesthetic appeal.: What style of landscaping are you looking for?. Option: A Mediterranean villa with a large patio, a few olive trees, and a terra cotta roof. Direction details: A warm and inviting design that incorporates Mediterranean elements and textures Price tier cues: Luxury, bespoke finishes, marble, custom millwork, designer fixtures.",,2026-03-20 21:01:45.901994+00,2026-03-30 16:45:25.682176+00,,,d59017d8-8fa9-4d1a-a05d-aca761e5c530
80661799-95a0-4299-9f61-0d1747f14221,"Luxury hair treatment area with sophisticated styling, clean aesthetic, no text",,2025-10-13 05:02:41.3524+00,2026-03-30 16:50:05.965655+00,,,
80e06c04-e10a-45f5-a103-d400b4ba518b,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Bathroom remodeling is a service where a provider transforms residential bathrooms into functional and aesthetically pleasing spaces. It typically involves redesigning the layout, selecting fixtures and materials, and installing new elements such as sinks, toilets, showers, and bathtubs. The goal is to create a bathroom that meets the homeowner's needs and complements the overall style of the home. The outcome is a refreshed and rejuvenated bathroom that boosts the value and livability of the residence.. Refinement category: Outdoor Lighting. Option: elevated string lighting creating a relaxed entertaining atmosphere.",,2026-03-23 18:53:59.962262+00,2026-03-30 16:45:25.682176+00,,,258f4d7f-746f-416b-b617-e1cca25b748f
81570509-2c19-48e0-9a51-3dec9fbee538,"Photorealistic photo, no text, no words, no letters, no labels, no captions, no watermarks, no signs. Garden design is a service that creates a comprehensive outdoor space plan for residential or commercial properties such as homes, hotels, restaurants, and office campuses. It typically includes recommendations for plant selection, hardscaping, water features, lighting, and other design elements to enhance the aesthetic appeal and functionality of the outdoor space. The goal of garden design is to create a beautiful and inviting outdoor environment that complements the surrounding architecture and enhances the overall user experience.: What style of garden design inspires you?. Option: A modern garden with a contemporary urban design, featuring a small rooftop garden, a few succulents, and a metal bench.. Direction details: A sleek and modern garden design that emphasizes clean lines and urban chic. Price tier cues: Premium materials, natural stone, custom cabinetry, high-end fixtures.",,2026-03-17 19:37:34.499661+00,2026-03-30 16:45:25.682176+00,,,557fd1e8-c876-4c2a-9e01-525b7563c835
81b253dd-abff-4848-9b89-4cc23b123658,"Elegant living room with classic design elements, minimalist presentation, no text",,2025-10-13 05:02:31.364189+00,2026-03-30 16:50:05.965655+00,,,
81e60bff-9032-435d-aec1-c800d705fc6b,"High-quality General Landscape Architectural Services showcase with modern styling, minimalist design, no text overlay, no words",,2026-02-17 05:50:00.812171+00,2026-03-30 16:50:05.965655+00,,,
823f672e-e2f0-4dbd-82e6-a99ac5f3564f,"Photorealistic photo, no text, no words, no letters, no labels, no captions, no watermarks, no signs. Garden design is a service that creates a comprehensive outdoor space plan for residential or commercial properties such as homes, hotels, restaurants, and office campuses. It typically includes recommendations for plant selection, hardscaping, water features, lighting, and other design elements to enhance the aesthetic appeal and functionality of the outdoor space. The goal of garden design is to create a beautiful and inviting outdoor environment that complements the surrounding architecture and enhances the overall user experience.: What style of garden design inspires you?. Option: A garden featuring a variety of edible plants, such as fruits and vegetables, with a functional and productive design.. Direction details: A practical and sustainable garden design that provides fresh produce and promotes healthy eating. Price tier cues: Mid-range quality, quartz or laminate surfaces, semi-custom details.",,2026-03-17 19:14:02.649254+00,2026-03-30 16:50:05.965655+00,,,
82bedea0-a979-41da-9b69-8a21895de696,"Cozy living room with warm lighting and comfortable seating, elegant presentation, no text",,2025-10-13 05:02:30.482745+00,2026-03-30 16:50:05.965655+00,,,
82eacb27-3e14-4184-9ef0-d975aec5fd68,"Photorealistic photo, no text, no words, no letters, no labels, no captions, no watermarks, no signs. General Landscaping Services is a comprehensive solution for residential and commercial properties, including homes, apartments, offices, hotels, restaurants, and shopping centers. It typically involves the design and maintenance of outdoor spaces such as lawns, gardens, patios, walkways, and other hardscapes. The service may also encompass tasks like pruning, weeding, fertilizing, and pest control to ensure the overall health and appearance of the property. The goal of General Landscaping Services is to create a visually appealing and functional outdoor environment that enhances the property's value and aesthetic appeal.: What style of landscaping are you looking for?. Option: An English countryside-inspired garden with a large lawn, a pond, and plenty of flowers. Direction details: A classic and elegant design that incorporates natural elements and plenty of color Price tier cues: Luxury, bespoke finishes, marble, custom millwork, designer fixtures.",,2026-03-17 19:13:05.704503+00,2026-03-30 16:50:05.965655+00,,,
82f6c08b-5400-4008-995c-e85ec0d41846,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Bathroom remodeling is a service where a provider transforms residential bathrooms into functional and aesthetically pleasing spaces. It typically involves redesigning the layout, selecting fixtures and materials, and installing new elements such as sinks, toilets, showers, and bathtubs. The goal is to create a bathroom that meets the homeowner's needs and complements the overall style of the home. The outcome is a refreshed and rejuvenated bathroom that boosts the value and livability of the residence.. Refinement category: Outdoor Lighting. Option: dramatic tree and facade uplighting with a high-end evening effect.",,2026-03-23 18:54:01.754195+00,2026-03-30 16:45:25.682176+00,,,258f4d7f-746f-416b-b617-e1cca25b748f
83233be9-ac77-4bbf-8562-cfe4abae111a,"Minimalist garden with clean lines and modern plants, professional photography, no text",,2025-10-13 05:02:01.175581+00,2026-03-30 16:50:05.965655+00,,,
833ff77f-64d2-4545-9810-91a600061cd8,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Bathroom remodeling is a service where a provider transforms residential bathrooms into functional and aesthetically pleasing spaces. It typically involves redesigning the layout, selecting fixtures and materials, and installing new elements such as sinks, toilets, showers, and bathtubs. The goal is to create a bathroom that meets the homeowner's needs and complements the overall style of the home. The outcome is a refreshed and rejuvenated bathroom that boosts the value and livability of the residence.. Refinement category: Windows / Doors. Option: black framed windows with a sharp modern facade.",,2026-03-23 18:53:40.977768+00,2026-03-30 16:45:25.682176+00,,,258f4d7f-746f-416b-b617-e1cca25b748f
849996ef-b2ce-4148-8051-21f8a2793dda,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Garden design is a service that creates a comprehensive outdoor space plan for residential or commercial properties such as homes, hotels, restaurants, and office campuses. It typically includes recommendations for plant selection, hardscaping, water features, lighting, and other design elements to enhance the aesthetic appeal and functionality of the outdoor space. The goal of garden design is to create a beautiful and inviting outdoor environment that complements the surrounding architecture and enhances the overall user experience.. Refinement category: Decking. Option: dark premium timber decking with upscale depth.",,2026-03-23 16:44:47.030077+00,2026-03-30 16:45:25.682176+00,,,557fd1e8-c876-4c2a-9e01-525b7563c835
857adee6-f699-40bb-94a6-759a2d2d08b6,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Bathroom remodeling is a service where a provider transforms residential bathrooms into functional and aesthetically pleasing spaces. It typically involves redesigning the layout, selecting fixtures and materials, and installing new elements such as sinks, toilets, showers, and bathtubs. The goal is to create a bathroom that meets the homeowner's needs and complements the overall style of the home. The outcome is a refreshed and rejuvenated bathroom that boosts the value and livability of the residence.. Refinement category: Countertops. Option: honed granite countertops with refined natural texture.",,2026-03-23 18:53:29.129916+00,2026-03-30 16:45:25.682176+00,,,258f4d7f-746f-416b-b617-e1cca25b748f
85e3f0e9-c128-4e56-af19-a6365cf15489,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Garden design is a service that creates a comprehensive outdoor space plan for residential or commercial properties such as homes, hotels, restaurants, and office campuses. It typically includes recommendations for plant selection, hardscaping, water features, lighting, and other design elements to enhance the aesthetic appeal and functionality of the outdoor space. The goal of garden design is to create a beautiful and inviting outdoor environment that complements the surrounding architecture and enhances the overall user experience.. Refinement category: Walkway. Option: gravel path with clean stepping stones and soft edging.",,2026-03-23 16:44:30.856892+00,2026-03-30 16:45:25.682176+00,,,557fd1e8-c876-4c2a-9e01-525b7563c835
85f8f625-c4da-4941-b618-016989bf5d3a,"Photorealistic photo of one finished scene, not a split-screen or before-and-after layout. No text, no words, no letters, no labels, no captions, no watermarks, no signs. Garden design is a service that creates a comprehensive outdoor space plan for residential or commercial properties such as homes, hotels, restaurants, and office campuses. It typically includes recommendations for plant selection, hardscaping, water features, lighting, and other design elements to enhance the aesthetic appeal and functionality of the outdoor space. The goal of garden design is to create a beautiful and inviting outdoor environment that complements the surrounding architecture and enhances the overall user experience.. Refinement category: Pavers. Option: large-format light gray concrete pavers in a clean modern layout.",,2026-03-23 16:44:00.338457+00,2026-03-30 16:45:25.682176+00,,,557fd1e8-c876-4c2a-9e01-525b7563c835
860b3d10-e51b-4dbd-97ba-5282b34bd29d,"Photorealistic photo, no text, no words, no letters, no labels, no captions, no watermarks, no signs. Landscaping is a service where a provider transforms outdoor spaces such as residential yards, commercial properties, parks, hotels, and resorts. It typically includes a comprehensive plan for hardscapes like patios, walkways, and driveways, as well as softscapes like gardens, lawns, and trees. The provider will also consider factors such as drainage, irrigation, and lighting to create a functional and visually appealing outdoor environment. The goal of landscaping is to enhance the beauty and usability of the space, increasing its value and enjoyment for occupants.: What style of landscaping are you looking for?. Option: A traditional Japanese garden with a small pond, a wooden bridge, and a variety of bonsai trees. Direction details: A peaceful and serene outdoor space inspired by Japanese culture Price tier cues: Luxury, bespoke finishes, marble, custom millwork, designer fixtures.",,2026-03-17 19:12:31.35235+00,2026-03-30 16:50:05.965655+00,,,
